retired-name-on-shipped-surface	RETURN.md	189	a shipped surface still names the retired 'LESSONS.md': conflict is confined to `.agent-work/AGENT_FEEDBACK.md` and `.agent-work/LESSONS.md` — the two shared
retired-name-on-shipped-surface	RETURN.md	199	a shipped surface still names the retired 'AGENT_FEEDBACK.md': `.agent-work/AGENT_FEEDBACK.md`; these are the ones that cost real time.
retired-name-on-shipped-surface	docs/CONSTELLATION_OVERVIEW.md	98	a shipped surface still names the retired 'LESSONS.md': **`.agent-work/LESSONS.md` is not in this taxonomy, and that is the ruling, not an
retired-name-on-shipped-surface	docs/RECURSIVE_IMPROVEMENT_DESIGN.md	33	a shipped surface still names the retired 'AGENT_FEEDBACK.md': | Run retrospective | spine `feedback` step → `.agent-work/AGENT_FEEDBACK.md` | adherence, friction, what worked, improvement signals | **nothing reads it** (no
retired-name-on-shipped-surface	docs/RECURSIVE_IMPROVEMENT_DESIGN.md	34	a shipped surface still names the retired 'verify_lessons_applied': | Lesson dispositions | lessons carrying a `target`, settled at the Commander `feedback` step | concrete template/interface + doctrine fixes | `verify_lessons_a
retired-name-on-shipped-surface	docs/RECURSIVE_IMPROVEMENT_DESIGN.md	36	a shipped surface still names the retired 'verify_agent_feedback': | Feedback invariant | `scripts/verify_agent_feedback.py` | file exists, mentions work-id, durable placement | spine postconditions at `feedback` and `archive` 
retired-name-on-shipped-surface	docs/RECURSIVE_IMPROVEMENT_DESIGN.md	45	a shipped surface still names the retired 'AGENT_FEEDBACK.md': 2. **Commander in sequence.** `AGENT_FEEDBACK.md` is write-only. No spine step reads
retired-name-on-shipped-surface	docs/RECURSIVE_IMPROVEMENT_DESIGN.md	51	a shipped surface still names the retired 'verify_lessons_applied': force-settled by `verify_lessons_applied.py` at the `feedback` step.)
retired-name-on-shipped-surface	docs/RECURSIVE_IMPROVEMENT_DESIGN.md	127	a shipped surface still names the retired 'verify_agent_feedback': verifier like `verify_agent_feedback.py`) to require the section's presence.
retired-name-on-shipped-surface	docs/RECURSIVE_IMPROVEMENT_DESIGN.md	132	a shipped surface still names the retired 'LESSONS.md': > The `context`-step read below, and the `SessionStart` `LESSONS.md` digest injection
retired-name-on-shipped-surface	docs/RECURSIVE_IMPROVEMENT_DESIGN.md	135	a shipped surface still names the retired 'apply_lessons_delta': > `feedback` step still distils delta ops through `apply_lessons_delta.py`, and the
retired-name-on-shipped-surface	docs/RECURSIVE_IMPROVEMENT_DESIGN.md	142	a shipped surface still names the retired 'AGENT_FEEDBACK.md': - Split the durable store: keep `.agent-work/AGENT_FEEDBACK.md` as the append-only
retired-name-on-shipped-surface	docs/RECURSIVE_IMPROVEMENT_DESIGN.md	143	a shipped surface still names the retired 'LESSONS.md': log; add `.agent-work/LESSONS.md` as the curated playbook (small, itemized lessons
retired-name-on-shipped-surface	docs/RECURSIVE_IMPROVEMENT_DESIGN.md	145	a shipped surface still names the retired 'LESSONS.md': - Spine `context` step gains a read: load `LESSONS.md` (and skim undigested log
retired-name-on-shipped-surface	docs/RECURSIVE_IMPROVEMENT_DESIGN.md	149	a shipped surface still names the retired 'LESSONS.md': **delta** update of `LESSONS.md` — new lesson, increment a recurring one, or retire
retired-name-on-shipped-surface	docs/RECURSIVE_IMPROVEMENT_DESIGN.md	151	a shipped surface still names the retired 'LESSONS.md': - `verify_agent_feedback.py` extends to check `LESSONS.md` exists/durable and that
retired-name-on-shipped-surface	docs/RECURSIVE_IMPROVEMENT_DESIGN.md	164	a shipped surface still names the retired 'verify_lessons_applied': and `verify_lessons_applied.py` refuses the `feedback` advance while any
retired-name-on-shipped-surface	docs/RECURSIVE_IMPROVEMENT_DESIGN.md	198	a shipped surface still names the retired 'LESSONS.md': inject the `LESSONS.md` digest so even ad-hoc non-Commander sessions inherit
retired-name-on-shipped-surface	docs/RECURSIVE_IMPROVEMENT_DESIGN.md	207	a shipped surface still names the retired 'LESSONS.md': 2. Loop 2 read path + LESSONS.md — makes the existing log stop being write-only.
retired-name-on-shipped-surface	docs/RECURSIVE_IMPROVEMENT_DESIGN.md	268	a shipped surface still names the retired 'lessons-auditor': **`constellation-lessons-auditor`** — ACE's Reflector as a bounded Constellation
retired-name-on-shipped-surface	docs/RECURSIVE_IMPROVEMENT_DESIGN.md	335	a shipped surface still names the retired 'lessons-auditor': 4. `constellation-lessons-auditor` skill; wire as Admiral closeout step and optional
retired-name-on-shipped-surface	docs/RECURSIVE_IMPROVEMENT_DESIGN.md	344	a shipped surface still names the retired 'LESSONS.md': - Should `LESSONS.md` injection be unconditional at `context`, or selected per
retired-name-on-shipped-surface	docs/RECURSIVE_IMPROVEMENT_DESIGN.md	425	a shipped surface still names the retired 'LESSONS.md': Commander LLM-editing LESSONS.md — Generator and Curator collapsed, the exact
retired-name-on-shipped-surface	docs/RECURSIVE_IMPROVEMENT_DESIGN.md	428	a shipped surface still names the retired 'apply_lessons_delta': justification and grounding citation — and a script (`apply_lessons_delta.py`,
retired-name-on-shipped-surface	docs/RECURSIVE_IMPROVEMENT_DESIGN.md	429	a shipped surface still names the retired 'verify_agent_feedback': sibling of `verify_agent_feedback.py`) applies them mechanically, enforcing
retired-name-on-shipped-surface	docs/RECURSIVE_IMPROVEMENT_DESIGN.md	434	a shipped surface still names the retired 'apply_lessons_delta': `docs/superpowers/drills/<lesson-id>.md`; enforced in `apply_lessons_delta.py`) — the
retired-name-on-shipped-surface	docs/RECURSIVE_IMPROVEMENT_DESIGN.md	442	a shipped surface still names the retired 'apply_lessons_delta': > `apply_lessons_delta.py` carries no `DEFAULT_CAP`, no active-entry refusal branch,
